InvoiceId,EBELN,MBLNR,VendorId,InvoiceDate,GR_Date,Qty_PO,Qty_GR,Qty_Invoiced,Unit_Price_PO_EUR,Unit_Price_Invoice_EUR,Amount_PO_EUR,Amount_Invoice_EUR,Price_Delta_EUR,PaymentTerms,Status,Anomaly
MIRO0100342,454500539,495000000342,VND-0005,2023-12-30,2023-12-24,1,1,1,78190.43,78190.43,78190.43,78190.43,0.0,NET30,Posted,
MIRO0100343,454500540,495000000343,VND-0007,2020-10-03,2020-09-16,9,9,9,207886.77,207886.77,1870980.93,1870980.93,0.0,NET60,Posted,
MIRO0100344,454500541,495000000344,VND-0002,2022-11-21,2022-11-07,7,7,7,795640.31,795640.31,5569482.17,5569482.17,0.0,NET45,Blocked,
MIRO0100345,454500542,495000000345,VND-0007,2020-04-18,2020-04-12,4,2,2,824114.56,824114.56,3296458.24,1648229.12,0.0,NET30,Parked,
MIRO0100346,454500544,495000000346,VND-0005,2021-11-06,2021-10-18,5,4,4,5170034.5,5170034.5,25850172.5,20680138.0,0.0,NET45,Posted,
MIRO0100347,454500545,495000000347,VND-0007,2022-09-08,2022-08-23,5,5,5,9934302.51,9934302.51,49671512.55,49671512.55,0.0,NET45,Posted,
MIRO0100348,454500546,495000000348,VND-0001,2020-06-05,2020-05-29,5,5,5,4280828.31,4280828.31,21404141.55,21404141.55,0.0,NET30,Posted,
MIRO0100349,454500547,495000000349,VND-0002,2021-12-30,2021-12-04,4,4,4,5927426.91,5927426.91,23709707.64,23709707.64,0.0,NET90,Parked,
MIRO0100350,454500550,495000000350,VND-0011,2020-06-14,2020-06-02,7,7,7,369330.42,369330.42,2585312.94,2585312.94,0.0,NET45,Posted,
MIRO0100351,454500551,495000000351,VND-0010,2020-06-17,2020-06-16,8,8,8,1854261.08,1854261.08,14834088.64,14834088.64,0.0,NET60,Blocked,
MIRO0100352,454500552,495000000352,VND-0006,2022-12-15,2022-12-14,1,1,1,171969.34,171969.34,171969.34,171969.34,0.0,NET90,Posted,
MIRO0100353,454500553,495000000353,VND-0006,2023-10-25,2023-10-23,9,9,9,397544.56,397544.56,3577901.04,3577901.04,0.0,NET45,Paid,
MIRO0100354,454500554,495000000354,VND-0006,2020-01-21,2019-12-25,3,3,3,2688311.92,2688311.92,8064935.76,8064935.76,0.0,NET90,Posted,
MIRO0100355,454500555,495000000355,VND-0010,2021-07-26,2021-07-20,3,1,1,211465.65,211465.65,634396.95,211465.65,0.0,NET45,Parked,
MIRO0100356,454500556,495000000356,VND-0009,2024-03-12,2024-02-16,3,3,3,942306.4,1128344.49,2826919.2,3385033.47,558114.27,NET45,Posted,INVOICE_PRICE_DEVIATION
MIRO0100357,454500557,495000000357,VND-0015,2022-01-12,2021-12-28,1,0,0,3770882.89,3770882.89,3770882.89,0.0,0.0,NET90,Parked,
MIRO0100358,454500558,495000000358,VND-0009,2020-11-13,2020-10-20,8,7,7,218928.67,218928.67,1751429.36,1532500.69,0.0,NET60,Paid,
MIRO0100359,454500560,495000000359,VND-0010,2023-02-13,2023-01-25,7,7,7,1845481.32,1845481.32,12918369.24,12918369.24,0.0,NET60,Blocked,
MIRO0100360,454500561,495000000360,VND-0012,2024-08-13,2024-07-30,2,2,2,170587.35,170587.35,341174.7,341174.7,0.0,NET45,Paid,
MIRO0100361,454500562,495000000361,VND-0006,2024-10-03,2024-09-26,9,9,9,1870121.5,1870121.5,16831093.5,16831093.5,0.0,NET60,Posted,
MIRO0100362,454500564,495000000362,VND-0012,2020-06-29,2020-05-31,4,4,4,5527861.73,5527861.73,22111446.92,22111446.92,0.0,NET60,Posted,
MIRO0100363,454500565,495000000363,VND-0007,2023-07-07,2023-06-21,48,28,30,7682.43,7682.43,368756.64,230472.9,0.0,NET45,Blocked,INVOICE_QTY_EXCESS
MIRO0100364,454500566,495000000364,VND-0013,2022-06-13,2022-05-25,3,3,3,3729579.56,3729579.56,11188738.68,11188738.68,0.0,NET60,Posted,
MIRO0100365,454500567,495000000365,VND-0015,2021-06-13,2021-06-08,6,3,3,322564.16,349679.14,1935384.96,1049037.42,81344.94,NET90,Posted,INVOICE_PRICE_DEVIATION
MIRO0100366,454500569,495000000366,VND-0001,2022-07-10,2022-06-27,1,1,1,3016364.5,3016364.5,3016364.5,3016364.5,0.0,NET45,Blocked,
MIRO0100367,454500571,495000000367,VND-0002,2020-03-09,2020-02-24,1,0,0,4074002.59,4074002.59,4074002.59,0.0,0.0,NET45,Paid,
MIRO0100368,454500573,495000000368,VND-0008,2020-07-13,2020-06-13,10,10,10,5671801.82,5671801.82,56718018.2,56718018.2,0.0,NET60,Blocked,
MIRO0100369,454500574,495000000369,VND-0015,2024-04-17,2024-04-04,6,3,3,1756203.9,1756203.9,10537223.4,5268611.7,0.0,NET30,Parked,
MIRO0100370,454500575,495000000370,VND-0011,2022-02-10,2022-01-29,7,3,3,3900373.98,3900373.98,27302617.86,11701121.94,0.0,NET30,Paid,
MIRO0100371,454500576,495000000371,VND-0003,2022-01-10,2021-12-13,1,1,1,390557.02,390557.02,390557.02,390557.02,0.0,NET60,Posted,
MIRO0100372,454500577,495000000372,VND-0005,2021-03-16,2021-02-14,7,7,7,1792995.77,1792995.77,12550970.39,12550970.39,0.0,NET60,Posted,INVOICE_QTY_EXCESS
MIRO0100373,454500578,495000000373,VND-0002,2023-09-09,2023-08-23,7,7,7,780227.52,780227.52,5461592.64,5461592.64,0.0,NET30,Blocked,
MIRO0100374,454500579,495000000374,VND-0011,2023-04-25,2023-04-14,10,7,7,2663852.49,2663852.49,26638524.9,18646967.43,0.0,NET60,Posted,
MIRO0100375,454500580,495000000375,VND-0002,2021-12-22,2021-12-20,8,7,7,94528.12,94528.12,756224.96,661696.84,0.0,NET90,Paid,
MIRO0100376,454500581,495000000376,VND-0003,2024-03-29,2024-03-15,6,6,6,631529.12,631529.12,3789174.72,3789174.72,0.0,NET30,Paid,INVOICE_QTY_EXCESS
MIRO0100377,454500583,495000000377,VND-0012,2021-10-07,2021-10-02,2,1,1,9203779.44,9203779.44,18407558.88,9203779.44,0.0,NET90,Paid,
MIRO0100378,454500584,495000000378,VND-0009,2022-09-25,2022-09-04,49,49,49,7883.36,7883.36,386284.64,386284.64,0.0,NET45,Posted,
MIRO0100379,454500586,495000000379,VND-0008,2023-04-13,2023-03-31,1,1,1,1675180.16,1675180.16,1675180.16,1675180.16,0.0,NET30,Posted,
MIRO0100380,454500588,495000000380,VND-0009,2022-07-23,2022-07-18,2,2,2,175717.95,175717.95,351435.9,351435.9,0.0,NET90,Paid,
MIRO0100381,454500592,495000000381,VND-0004,2021-11-03,2021-10-05,10,8,8,1794435.74,1794435.74,17944357.4,14355485.92,0.0,NET60,Paid,
MIRO0100382,454500593,495000000382,VND-0009,2024-04-17,2024-04-10,44,34,34,96417.55,102196.26,4242372.2,3474672.84,196476.14,NET30,Posted,INVOICE_PRICE_DEVIATION
MIRO0100383,454500594,495000000383,VND-0015,2022-07-21,2022-07-05,3,1,1,1947494.45,1947494.45,5842483.35,1947494.45,0.0,NET45,Paid,
MIRO0100384,454500597,495000000384,VND-0010,2020-11-30,2020-11-14,10,10,10,177034.98,177034.98,1770349.8,1770349.8,0.0,NET60,Parked,
MIRO0100385,454500600,495000000385,VND-0002,2022-06-10,2022-05-29,3,3,3,224350.67,224350.67,673052.01,673052.01,0.0,NET60,Parked,
MIRO0100386,454500601,495000000386,VND-0007,2024-04-14,2024-03-27,1,1,1,1932810.71,1932810.71,1932810.71,1932810.71,0.0,NET60,Parked,
MIRO0100387,454500602,495000000387,VND-0009,2023-08-04,2023-07-24,42,42,42,8693.03,8693.03,365107.26,365107.26,0.0,NET60,Paid,
MIRO0100388,454500603,495000000388,VND-0009,2020-02-25,2020-01-31,26,17,17,48.48,48.48,1260.48,824.16,0.0,NET30,Blocked,
MIRO0100389,454500604,495000000389,VND-0008,2023-11-10,2023-11-01,7,7,7,658132.24,658132.24,4606925.68,4606925.68,0.0,NET90,Paid,
MIRO0100390,454500607,495000000390,VND-0005,2024-06-06,2024-05-24,6,6,6,979141.05,1115000.72,5874846.3,6690004.32,815158.02,NET60,Posted,INVOICE_PRICE_DEVIATION
MIRO0100391,454500608,495000000391,VND-0002,2023-11-25,2023-11-20,9,9,9,330612.69,330612.69,2975514.21,2975514.21,0.0,NET45,Paid,
MIRO0100392,454500611,495000000392,VND-0001,2022-08-30,2022-08-22,8,8,8,779703.93,779703.93,6237631.44,6237631.44,0.0,NET30,Paid,
MIRO0100393,454500612,495000000393,VND-0010,2021-09-23,2021-09-06,8,8,8,327339.34,327339.34,2618714.72,2618714.72,0.0,NET90,Parked,
MIRO0100394,454500613,495000000394,VND-0014,2020-01-12,2020-01-02,14,14,14,12700.49,12700.49,177806.86,177806.86,0.0,NET90,Paid,
MIRO0100395,454500616,495000000395,VND-0013,2019-11-30,2019-11-08,7,7,7,1002183.06,1099488.57,7015281.42,7696419.99,681138.57,NET30,Blocked,INVOICE_PRICE_DEVIATION
MIRO0100396,454500618,495000000396,VND-0012,2023-12-24,2023-11-27,45,23,23,76257.34,76257.34,3431580.3,1753918.82,0.0,NET30,Posted,
MIRO0100397,454500619,495000000397,VND-0010,2023-07-07,2023-06-25,23,23,23,98286.99,98286.99,2260600.77,2260600.77,0.0,NET90,Paid,
MIRO0100398,454500621,495000000398,VND-0007,2021-11-11,2021-10-29,7,7,7,171546.57,171546.57,1200825.99,1200825.99,0.0,NET45,Posted,
MIRO0100399,454500622,495000000399,VND-0013,2022-09-30,2022-09-10,2,1,1,1162233.17,1162233.17,2324466.34,1162233.17,0.0,NET60,Parked,
MIRO0100400,454500623,495000000400,VND-0010,2020-09-16,2020-08-19,2,2,2,96887.67,96887.67,193775.34,193775.34,0.0,NET30,Posted,
MIRO0100401,454500625,495000000401,VND-0015,2021-10-03,2021-09-19,1,1,1,2001872.14,2001872.14,2001872.14,2001872.14,0.0,NET45,Paid,
MIRO0100402,454500627,495000000402,VND-0011,2023-02-24,2023-02-23,9,5,5,2953397.79,2953397.79,26580580.11,14766988.95,0.0,NET60,Paid,INVOICE_QTY_EXCESS
MIRO0100403,454500628,495000000403,VND-0005,2024-05-31,2024-05-01,7,3,3,1680997.76,1680997.76,11766984.32,5042993.28,0.0,NET30,Posted,
MIRO0100404,454500629,495000000404,VND-0005,2023-08-18,2023-07-20,12,12,12,42.21,42.21,506.52,506.52,0.0,NET30,Paid,
MIRO0100405,454500630,495000000405,VND-0013,2020-04-22,2020-04-02,8,4,4,4472130.3,5314602.14,35777042.4,21258408.56,3369887.36,NET45,Paid,INVOICE_PRICE_DEVIATION
MIRO0100406,454500631,495000000406,VND-0003,2025-02-20,2025-01-24,2,2,2,9989650.55,9989650.55,19979301.1,19979301.1,0.0,NET60,Parked,
MIRO0100407,454500632,495000000407,VND-0012,2020-12-06,2020-11-19,9,9,9,2627894.52,2627894.52,23651050.68,23651050.68,0.0,NET45,Posted,
MIRO0100408,454500634,495000000408,VND-0004,2021-07-22,2021-07-02,5,5,5,202495.42,202495.42,1012477.1,1012477.1,0.0,NET30,Blocked,
MIRO0100409,454500635,495000000409,VND-0001,2019-12-19,2019-12-11,10,10,11,5552470.67,5552470.67,55524706.7,61077177.37,0.0,NET45,Paid,INVOICE_QTY_EXCESS
MIRO0100410,454500637,495000000410,VND-0008,2019-08-14,2019-07-19,1,0,0,3935182.89,3935182.89,3935182.89,0.0,0.0,NET60,Posted,
MIRO0100411,454500638,495000000411,VND-0010,2024-02-02,2024-01-10,6,6,6,4073960.12,4073960.12,24443760.72,24443760.72,0.0,NET45,Paid,
MIRO0100412,454500641,495000000412,VND-0008,2020-04-13,2020-03-16,1,1,1,3907925.41,3907925.41,3907925.41,3907925.41,0.0,NET45,Blocked,
MIRO0100413,454500642,495000000413,VND-0010,2021-09-24,2021-09-01,3,2,2,185235.31,185235.31,555705.93,370470.62,0.0,NET30,Posted,
MIRO0100414,454500643,495000000414,VND-0007,2023-01-10,2022-12-26,10,10,10,4141832.96,4141832.96,41418329.6,41418329.6,0.0,NET60,Paid,
MIRO0100415,454500644,495000000415,VND-0004,2022-05-24,2022-05-01,10,10,10,9395345.72,9395345.72,93953457.2,93953457.2,0.0,NET90,Blocked,
MIRO0100416,454500645,495000000416,VND-0012,2020-08-09,2020-08-05,10,10,10,1001185.73,1001185.73,10011857.3,10011857.3,0.0,NET60,Paid,
MIRO0100417,454500646,495000000417,VND-0005,2020-08-17,2020-08-10,7,7,7,3445207.72,3445207.72,24116454.04,24116454.04,0.0,NET60,Posted,
MIRO0100418,454500647,495000000418,VND-0004,2025-01-20,2025-01-13,3,3,3,1008863.75,1008863.75,3026591.25,3026591.25,0.0,NET60,Posted,
MIRO0100419,454500648,495000000419,VND-0005,2021-12-03,2021-11-06,25,19,19,8351.63,8351.63,208790.75,158680.97,0.0,NET90,Paid,
MIRO0100420,454500651,495000000420,VND-0002,2021-02-04,2021-01-07,5,5,5,338722.8,338722.8,1693614.0,1693614.0,0.0,NET60,Paid,
MIRO0100421,454500652,495000000421,VND-0007,2023-02-01,2023-01-09,7,7,7,2820213.22,2820213.22,19741492.54,19741492.54,0.0,NET45,Posted,
MIRO0100422,454500655,495000000422,VND-0010,2022-04-21,2022-03-26,3,3,3,1886135.89,1886135.89,5658407.67,5658407.67,0.0,NET30,Blocked,
MIRO0100423,454500656,495000000423,VND-0010,2024-03-11,2024-02-29,1,1,1,1923693.3,1923693.3,1923693.3,1923693.3,0.0,NET45,Blocked,
MIRO0100424,454500659,495000000424,VND-0011,2022-12-30,2022-12-14,48,48,48,76964.84,76964.84,3694312.32,3694312.32,0.0,NET45,Blocked,
MIRO0100425,454500660,495000000425,VND-0001,2019-11-14,2019-10-20,6,6,6,186036.98,205405.13,1116221.88,1232430.78,116208.9,NET60,Paid,INVOICE_PRICE_DEVIATION
MIRO0100426,454500661,495000000426,VND-0006,2020-02-29,2020-02-17,5,5,5,1835919.37,1835919.37,9179596.85,9179596.85,0.0,NET45,Posted,
MIRO0100427,454500662,495000000427,VND-0011,2022-05-25,2022-05-14,8,8,8,1822504.63,1822504.63,14580037.04,14580037.04,0.0,NET60,Blocked,
MIRO0100428,454500663,495000000428,VND-0008,2019-12-25,2019-11-26,2,1,1,582980.68,582980.68,1165961.36,582980.68,0.0,NET45,Blocked,
MIRO0100429,454500664,495000000429,VND-0012,2025-02-02,2025-01-09,2,2,2,4269768.07,4269768.07,8539536.14,8539536.14,0.0,NET60,Blocked,
MIRO0100430,454500666,495000000430,VND-0015,2023-12-08,2023-11-13,3,3,3,194993.38,194993.38,584980.14,584980.14,0.0,NET30,Blocked,
MIRO0100431,454500668,495000000431,VND-0012,2020-12-24,2020-12-03,49,49,49,80069.51,80069.51,3923405.99,3923405.99,0.0,NET90,Paid,
MIRO0100432,454500669,495000000432,VND-0014,2025-01-01,2024-12-02,28,22,22,41.49,41.49,1161.72,912.78,0.0,NET60,Paid,
MIRO0100433,454500670,495000000433,VND-0015,2025-02-10,2025-02-02,9,9,9,5620933.25,5620933.25,50588399.25,50588399.25,0.0,NET30,Paid,
MIRO0100434,454500671,495000000434,VND-0005,2023-03-19,2023-02-25,2,2,2,749466.92,749466.92,1498933.84,1498933.84,0.0,NET60,Posted,
MIRO0100435,454500672,495000000435,VND-0009,2020-10-18,2020-10-10,6,6,6,215971.33,257610.88,1295827.98,1545665.28,249837.3,NET90,Posted,INVOICE_PRICE_DEVIATION
MIRO0100436,454500673,495000000436,VND-0002,2022-02-27,2022-02-26,9,4,4,1779587.81,1779587.81,16016290.29,7118351.24,0.0,NET60,Blocked,
MIRO0100437,454500675,495000000437,VND-0003,2025-04-11,2025-03-13,7,7,7,189629.28,189629.28,1327404.96,1327404.96,0.0,NET60,Paid,
MIRO0100438,454500676,495000000438,VND-0005,2020-06-23,2020-06-01,8,8,8,800027.64,958697.33,6400221.12,7669578.64,1269357.52,NET45,Blocked,INVOICE_PRICE_DEVIATION
MIRO0100439,454500677,495000000439,VND-0003,2020-01-11,2019-12-24,2,1,1,752205.48,752205.48,1504410.96,752205.48,0.0,NET45,Paid,
MIRO0100440,454500678,495000000440,VND-0008,2024-09-07,2024-08-25,2,2,2,3695099.3,3695099.3,7390198.6,7390198.6,0.0,NET45,Posted,
MIRO0100441,454500681,495000000441,VND-0005,2024-10-27,2024-10-13,3,3,3,2889624.73,2889624.73,8668874.19,8668874.19,0.0,NET90,Posted,
MIRO0100442,454500684,495000000442,VND-0014,2022-01-29,2022-01-24,22,22,22,7649.56,7649.56,168290.32,168290.32,0.0,NET45,Paid,
MIRO0100443,454500685,495000000443,VND-0005,2023-03-02,2023-02-08,7,7,7,223321.08,223321.08,1563247.56,1563247.56,0.0,NET90,Posted,
MIRO0100444,454500686,495000000444,VND-0001,2022-10-04,2022-09-28,4,4,4,3788639.18,3788639.18,15154556.72,15154556.72,0.0,NET60,Posted,
MIRO0100445,454500687,495000000445,VND-0009,2019-04-10,2019-03-23,29,15,15,80598.89,80598.89,2337367.81,1208983.35,0.0,NET30,Paid,
MIRO0100446,454500690,495000000446,VND-0011,2023-11-18,2023-10-21,1,1,1,3939560.11,3939560.11,3939560.11,3939560.11,0.0,NET45,Posted,
MIRO0100447,454500692,495000000447,VND-0002,2021-04-02,2021-03-08,10,10,10,9569744.89,9569744.89,95697448.9,95697448.9,0.0,NET45,Posted,
MIRO0100448,454500693,495000000448,VND-0005,2020-08-01,2020-07-17,3,3,3,5726644.08,5726644.08,17179932.24,17179932.24,0.0,NET90,Blocked,
MIRO0100449,454500695,495000000449,VND-0012,2022-02-15,2022-01-30,10,10,10,1008811.1,1008811.1,10088111.0,10088111.0,0.0,NET30,Posted,
MIRO0100450,454500696,495000000450,VND-0007,2022-07-26,2022-07-23,4,4,4,4494396.22,4494396.22,17977584.88,17977584.88,0.0,NET45,Blocked,
MIRO0100451,454500698,495000000451,VND-0014,2022-07-28,2022-07-19,9,9,9,320386.09,320386.09,2883474.81,2883474.81,0.0,NET30,Paid,
MIRO0100452,454500702,495000000452,VND-0007,2024-08-03,2024-07-28,4,3,3,9875571.87,9875571.87,39502287.48,29626715.61,0.0,NET45,Blocked,
MIRO0100453,454500705,495000000453,VND-0006,2022-09-06,2022-08-07,3,1,1,194278.38,194278.38,582835.14,194278.38,0.0,NET60,Paid,
MIRO0100454,454500707,495000000454,VND-0009,2024-09-04,2024-08-09,15,15,15,85912.9,85912.9,1288693.5,1288693.5,0.0,NET90,Posted,
MIRO0100455,454500708,495000000455,VND-0005,2023-08-13,2023-08-06,1,0,0,4354571.93,4354571.93,4354571.93,0.0,0.0,NET30,Paid,
MIRO0100456,454500710,495000000456,VND-0009,2023-10-20,2023-09-26,7,7,7,1893697.88,1893697.88,13255885.16,13255885.16,0.0,NET90,Parked,
MIRO0100457,454500712,495000000457,VND-0012,2022-04-28,2022-04-13,38,38,38,84999.37,84999.37,3229976.06,3229976.06,0.0,NET45,Paid,
MIRO0100458,454500714,495000000458,VND-0005,2023-11-25,2023-11-23,7,7,7,1872831.75,1872831.75,13109822.25,13109822.25,0.0,NET60,Parked,INVOICE_QTY_EXCESS
MIRO0100459,454500716,495000000459,VND-0001,2023-07-21,2023-07-07,6,6,6,181046.42,181046.42,1086278.52,1086278.52,0.0,NET90,Posted,INVOICE_QTY_EXCESS
MIRO0100460,454500720,495000000460,VND-0015,2021-08-21,2021-07-25,8,4,4,196133.57,196133.57,1569068.56,784534.28,0.0,NET30,Parked,
MIRO0100461,454500721,495000000461,VND-0002,2024-04-30,2024-04-14,3,3,3,779541.83,779541.83,2338625.49,2338625.49,0.0,NET60,Posted,
MIRO0100462,454500722,495000000462,VND-0015,2022-02-17,2022-01-22,9,9,9,10792.6,12684.37,97133.4,114159.33,17025.93,NET60,Posted,INVOICE_PRICE_DEVIATION
MIRO0100463,454500723,495000000463,VND-0011,2022-01-05,2021-12-18,22,22,22,44.36,44.36,975.92,975.92,0.0,NET30,Posted,
MIRO0100464,454500727,495000000464,VND-0008,2021-01-22,2021-01-12,5,5,5,4014504.93,4014504.93,20072524.65,20072524.65,0.0,NET60,Paid,
MIRO0100465,454500729,495000000465,VND-0003,2022-11-13,2022-11-08,1,0,0,10214628.25,10214628.25,10214628.25,0.0,0.0,NET30,Paid,
MIRO0100466,454500730,495000000466,VND-0011,2023-10-27,2023-10-15,10,8,8,96409.76,96409.76,964097.6,771278.08,0.0,NET60,Blocked,
MIRO0100467,454500731,495000000467,VND-0011,2019-10-19,2019-10-18,9,9,9,3848670.72,3848670.72,34638036.48,34638036.48,0.0,NET30,Paid,
MIRO0100468,454500732,495000000468,VND-0001,2023-03-09,2023-02-07,10,7,7,9714795.23,9714795.23,97147952.3,68003566.61,0.0,NET30,Posted,
MIRO0100469,454500734,495000000469,VND-0010,2024-09-09,2024-09-05,9,6,6,198124.7,198124.7,1783122.3,1188748.2,0.0,NET60,Paid,
MIRO0100470,454500736,495000000470,VND-0012,2020-12-16,2020-12-10,7,7,7,4404076.66,4404076.66,30828536.62,30828536.62,0.0,NET30,Posted,
MIRO0100471,454500737,495000000471,VND-0014,2020-03-30,2020-03-21,10,6,6,4164245.82,4164245.82,41642458.2,24985474.92,0.0,NET30,Paid,
MIRO0100472,454500738,495000000472,VND-0015,2019-08-26,2019-08-08,10,5,5,988929.34,988929.34,9889293.4,4944646.7,0.0,NET60,Paid,
MIRO0100473,454500740,495000000473,VND-0001,2021-07-15,2021-06-23,20,20,20,79015.02,79015.02,1580300.4,1580300.4,0.0,NET30,Posted,
MIRO0100474,454500741,495000000474,VND-0005,2024-09-28,2024-08-30,5,5,5,4399153.45,4399153.45,21995767.25,21995767.25,0.0,NET60,Paid,
MIRO0100475,454500742,495000000475,VND-0008,2023-10-09,2023-10-04,4,4,4,3420838.01,4078827.9,13683352.04,16315311.6,2631959.56,NET30,Posted,INVOICE_PRICE_DEVIATION
MIRO0100476,454500743,495000000476,VND-0008,2021-06-19,2021-06-03,37,37,37,91058.93,106668.71,3369180.41,3946742.27,577561.86,NET90,Blocked,INVOICE_PRICE_DEVIATION
MIRO0100477,454500744,495000000477,VND-0012,2020-10-20,2020-10-11,37,37,37,41.53,41.53,1536.61,1536.61,0.0,NET45,Posted,
MIRO0100478,454500747,495000000478,VND-0014,2023-05-07,2023-05-01,6,5,5,9996769.43,9996769.43,59980616.58,49983847.15,0.0,NET30,Parked,
MIRO0100479,454500748,495000000479,VND-0010,2019-08-06,2019-08-05,23,23,23,8624.19,8624.19,198356.37,198356.37,0.0,NET45,Posted,
MIRO0100480,454500749,495000000480,VND-0015,2020-09-22,2020-08-26,3,2,2,8895675.14,8895675.14,26687025.42,17791350.28,0.0,NET90,Posted,
MIRO0100481,454500750,495000000481,VND-0014,2023-03-24,2023-03-07,35,34,34,46.53,46.53,1628.55,1582.02,0.0,NET45,Blocked,
MIRO0100482,454500751,495000000482,VND-0008,2021-05-31,2021-05-23,6,6,6,4073377.37,4405973.23,24440264.22,26435839.38,1995575.16,NET90,Posted,INVOICE_PRICE_DEVIATION
MIRO0100483,454500752,495000000483,VND-0003,2023-11-11,2023-10-25,5,3,3,8783714.5,8783714.5,43918572.5,26351143.5,0.0,NET90,Paid,
MIRO0100484,454500753,495000000484,VND-0003,2020-03-08,2020-02-27,4,4,4,583317.65,583317.65,2333270.6,2333270.6,0.0,NET30,Paid,
MIRO0100485,454500754,495000000485,VND-0013,2019-10-18,2019-10-09,28,28,28,69510.2,69510.2,1946285.6,1946285.6,0.0,NET30,Blocked,
MIRO0100486,454500755,495000000486,VND-0015,2020-10-26,2020-10-19,5,5,5,5098087.72,5098087.72,25490438.6,25490438.6,0.0,NET45,Paid,
MIRO0100487,454500757,495000000487,VND-0006,2024-05-20,2024-05-01,3,2,2,338183.07,338183.07,1014549.21,676366.14,0.0,NET45,Paid,
MIRO0100488,454500759,495000000488,VND-0015,2022-05-12,2022-05-04,9,9,9,221803.57,221803.57,1996232.13,1996232.13,0.0,NET30,Paid,
MIRO0100489,454500761,495000000489,VND-0009,2021-07-15,2021-07-10,3,3,3,7506622.16,7506622.16,22519866.48,22519866.48,0.0,NET30,Parked,
MIRO0100490,454500762,495000000490,VND-0008,2023-08-28,2023-08-07,10,8,8,643428.5,643428.5,6434285.0,5147428.0,0.0,NET30,Blocked,
MIRO0100491,454500764,495000000491,VND-0009,2021-12-05,2021-11-24,2,2,2,3944114.39,3944114.39,7888228.78,7888228.78,0.0,NET30,Paid,
MIRO0100492,454500769,495000000492,VND-0010,2020-04-13,2020-04-02,10,10,10,579956.3,579956.3,5799563.0,5799563.0,0.0,NET60,Blocked,
MIRO0100493,454500770,495000000493,VND-0008,2021-10-18,2021-10-11,33,33,33,72139.98,72139.98,2380619.34,2380619.34,0.0,NET90,Posted,
MIRO0100494,454500771,495000000494,VND-0007,2021-11-25,2021-10-28,8,8,8,7946583.11,7946583.11,63572664.88,63572664.88,0.0,NET45,Blocked,
MIRO0100495,454500772,495000000495,VND-0007,2021-12-20,2021-12-11,9,9,9,72749.52,72749.52,654745.68,654745.68,0.0,NET90,Blocked,
MIRO0100496,454500773,495000000496,VND-0010,2024-02-10,2024-02-08,31,31,31,8168.4,8168.4,253220.4,253220.4,0.0,NET90,Blocked,
MIRO0100497,454500775,495000000497,VND-0013,2024-12-17,2024-12-10,10,8,8,295777.27,295777.27,2957772.7,2366218.16,0.0,NET45,Posted,
MIRO0100498,454500776,495000000498,VND-0006,2020-11-24,2020-11-18,1,1,1,1949016.96,1949016.96,1949016.96,1949016.96,0.0,NET30,Parked,INVOICE_QTY_EXCESS
MIRO0100499,454500777,495000000499,VND-0006,2021-01-13,2021-01-01,3,3,3,5077346.55,5077346.55,15232039.65,15232039.65,0.0,NET45,Paid,
MIRO0100500,454500779,495000000500,VND-0002,2023-05-06,2023-04-27,32,30,30,86112.83,86112.83,2755610.56,2583384.9,0.0,NET60,Posted,
MIRO0100501,454500780,495000000501,VND-0005,2020-12-06,2020-11-28,6,6,6,198895.06,198895.06,1193370.36,1193370.36,0.0,NET45,Parked,
MIRO0100502,454500781,495000000502,VND-0005,2022-11-28,2022-11-15,5,5,5,194797.05,194797.05,973985.25,973985.25,0.0,NET45,Posted,
MIRO0100503,454500782,495000000503,VND-0010,2023-01-25,2023-01-01,6,6,6,5300561.14,5300561.14,31803366.84,31803366.84,0.0,NET30,Posted,
MIRO0100504,454500783,495000000504,VND-0013,2022-11-08,2022-10-17,20,15,15,44.52,44.52,890.4,667.8,0.0,NET90,Posted,
MIRO0100505,454500784,495000000505,VND-0011,2020-03-14,2020-02-24,9,9,9,3985363.77,3985363.77,35868273.93,35868273.93,0.0,NET60,Posted,
MIRO0100506,454500785,495000000506,VND-0011,2023-06-20,2023-06-12,8,8,8,202202.65,202202.65,1617621.2,1617621.2,0.0,NET45,Parked,
MIRO0100507,454500787,495000000507,VND-0006,2024-06-08,2024-05-22,2,1,1,1940713.96,2316811.18,3881427.92,2316811.18,376097.22,NET60,Paid,INVOICE_PRICE_DEVIATION
MIRO0100508,454500789,495000000508,VND-0009,2024-05-11,2024-04-16,28,14,14,74064.23,74064.23,2073798.44,1036899.22,0.0,NET30,Blocked,
MIRO0100509,454500792,495000000509,VND-0004,2022-02-25,2022-02-19,2,2,2,4146558.54,4146558.54,8293117.08,8293117.08,0.0,NET90,Posted,
MIRO0100510,454500793,495000000510,VND-0015,2020-04-26,2020-03-31,6,4,4,71856.92,71856.92,431141.52,287427.68,0.0,NET90,Paid,
MIRO0100511,454500794,495000000511,VND-0004,2020-09-20,2020-08-31,3,2,2,1780471.46,1780471.46,5341414.38,3560942.92,0.0,NET90,Blocked,
MIRO0100512,454500795,495000000512,VND-0009,2020-03-06,2020-02-28,24,24,24,77395.41,77395.41,1857489.84,1857489.84,0.0,NET60,Posted,
