EBELN,MATNR,VendorId,VendorName,Qty_Ordered,UOM,Unit_Price_EUR,Total_Value_EUR,Currency,PO_Date,Delivery_Required_Date,Plant,PurchaseGroup,Status,Anomaly
454500303,MAT-MRO-001,VND-0009,MBDA,33,MRO,70358.53,2321831.49,EUR,2019-08-22,2020-02-05,Nagpur,PG-SAFETY,Fully Delivered,
454500304,MAT-RAFx-002,VND-0013,Collins Aerospace,8,Airframe,1813349.74,14506797.92,EUR,2021-05-20,2021-08-10,Bordeaux,PG-ENGINE,Fully Delivered,
454500305,MAT-RAFx-002,VND-0008,Pratt & Whitney,5,Airframe,1756390.17,8781950.85,EUR,2023-07-31,2023-10-13,Bordeaux,PG-AVIONICS,Partially Delivered,
454500306,MAT-MRO-004,VND-0012,Bharat Electronics Ltd,23,MRO,97314.64,2238236.72,EUR,2022-06-03,2023-05-22,Bordeaux,PG-AVIONICS,Partially Delivered,
454500307,MAT-RAFx-002,VND-0010,Elbit Systems India,6,Airframe,1809296.87,10855781.22,EUR,2022-05-07,2023-03-08,Nagpur,PG-ENGINE,Open,
454500308,MAT-MRO-004,VND-0005,Hindustan Aeronautics Ltd,33,MRO,99146.39,3271830.87,EUR,2022-10-23,2023-01-09,Hyderabad,PG-AIRFRAME,Open,
454500309,MAT-RAFx-009,VND-0014,GE Aviation,3,Safety,805138.03,2415414.09,EUR,2019-09-29,2020-03-04,Bordeaux,PG-MRO,Open,
454500310,MAT-MRO-001,VND-0003,Tata Advanced Systems Ltd,37,MRO,76588.82,2833786.34,EUR,2022-07-09,2023-03-08,Merignac,PG-MRO,Partially Delivered,
454500311,MAT-MRO-002,VND-0012,Bharat Electronics Ltd,18,MRO,46.4,835.2,EUR,2023-12-02,2024-07-07,Bangalore,PG-AIRFRAME,Fully Delivered,
454500312,MAT-RAFx-003,VND-0012,Bharat Electronics Ltd,8,Landing Gear,970495.76,7763966.08,EUR,2022-11-29,2023-06-30,Hyderabad,PG-AVIONICS,Cancelled,
454500313,MAT-FAL8-004,VND-0014,GE Aviation,4,Avionics,1898393.34,7593573.36,EUR,2020-10-23,2021-04-16,Bangalore,PG-MRO,Partially Delivered,
454500314,MAT-FAL8-001,VND-0015,Honeywell Aerospace India,1,Airframe,8809833.25,8809833.25,EUR,2022-07-06,2023-03-28,Bordeaux,PG-MRO,Open,
454500315,MAT-FAL8-005,VND-0001,Safran Aircraft Engines,7,Interior,3999957.83,27999704.81,EUR,2022-11-11,2023-02-16,Nagpur,PG-AIRFRAME,Cancelled,
454500316,MAT-FAL8-002,VND-0005,Hindustan Aeronautics Ltd,2,Airframe,313438.4,626876.8,EUR,2024-01-25,2025-01-21,Nagpur,PG-AVIONICS,Open,
454500317,MAT-FAL8-004,VND-0011,Dynamatic Technologies,2,Avionics,1961924.2,3923848.4,EUR,2019-01-03,2019-05-22,Bordeaux,PG-SAFETY,Fully Delivered,
454500318,MAT-FAL8-005,VND-0001,Safran Aircraft Engines,1,Interior,4331441.26,4331441.26,EUR,2023-08-01,2023-10-31,Bordeaux,PG-MRO,Blocked,
454500319,MAT-RAFx-003,VND-0004,Dassault Reliance Aerospace,7,Landing Gear,887578.32,6213048.24,EUR,2023-07-09,2023-09-29,Nagpur,PG-AVIONICS,Open,
454500320,MAT-FAL8-003,VND-0013,Collins Aerospace,3,Engine,2863426.11,8590278.33,EUR,2022-10-18,2023-01-29,Bangalore,PG-AVIONICS,Open,
454500321,MAT-FAL8-005,VND-0006,Reliance Defence Ltd,4,Interior,4286069.79,17144279.16,EUR,2019-11-07,2020-07-04,Bordeaux,PG-AIRFRAME,Fully Delivered,
454500322,MAT-RAFx-004,VND-0003,Tata Advanced Systems Ltd,2,Engine,5578825.05,11157650.1,EUR,2021-02-25,2021-09-22,Bordeaux,PG-AVIONICS,Blocked,
454500323,MAT-RAFx-009,VND-0011,Dynamatic Technologies,2,Safety,748571.24,1497142.48,EUR,2022-05-15,2023-04-17,Merignac,PG-ENGINE,Fully Delivered,
454500324,MAT-RAFx-007,VND-0009,MBDA,10,Structure,328496.57,3284965.7,EUR,2023-03-12,2023-10-28,Bordeaux,PG-MRO,Partially Delivered,PRICE_DEVIATION_HIGH
454500325,MAT-FAL8-003,VND-0002,Thales Group,4,Engine,2799812.98,11199251.92,EUR,2022-05-01,2022-07-06,Nagpur,PG-ENGINE,Fully Delivered,
454500326,MAT-RAFx-005,VND-0007,Martin Baker Aircraft,10,Avionics,4048086.48,40480864.8,EUR,2022-01-23,2022-05-21,Merignac,PG-AIRFRAME,Fully Delivered,
454500327,MAT-MRO-004,VND-0002,Thales Group,1,MRO,88499.37,88499.37,EUR,2019-03-23,2019-05-22,Nagpur,PG-SAFETY,Blocked,
454500328,MAT-FAL8-004,VND-0007,Martin Baker Aircraft,7,Avionics,1773058.05,12411406.35,EUR,2022-01-03,2022-11-04,Nagpur,PG-AIRFRAME,Fully Delivered,
454500329,MAT-MRO-002,VND-0015,Honeywell Aerospace India,14,MRO,48.42,677.88,EUR,2019-11-15,2020-09-14,Merignac,PG-ENGINE,Partially Delivered,
454500330,MAT-FAL8-004,VND-0012,Bharat Electronics Ltd,4,Avionics,1765603.41,7062413.64,EUR,2019-06-26,2020-03-04,Merignac,PG-ENGINE,Open,
454500331,MAT-RAFx-006,VND-0002,Thales Group,1,Avionics,3823077.16,3823077.16,EUR,2022-12-07,2023-01-11,Bangalore,PG-SAFETY,Open,
454500332,MAT-RAFx-009,VND-0003,Tata Advanced Systems Ltd,6,Safety,733440.94,4400645.64,EUR,2023-05-19,2023-11-02,Merignac,PG-ENGINE,Fully Delivered,
454500333,MAT-FAL8-004,VND-0005,Hindustan Aeronautics Ltd,9,Avionics,1767417.08,15906753.72,EUR,2022-12-29,2023-11-19,Bangalore,PG-ENGINE,Fully Delivered,
454500334,MAT-RAFx-002,VND-0008,Pratt & Whitney,10,Airframe,1704061.84,17040618.4,EUR,2019-11-19,2020-04-27,Merignac,PG-AVIONICS,Fully Delivered,
454500335,MAT-MRO-002,VND-0001,Safran Aircraft Engines,3,MRO,47.58,142.74,EUR,2019-01-26,2019-06-30,Bordeaux,PG-AVIONICS,Open,
454500336,MAT-RAFx-002,VND-0009,MBDA,7,Airframe,1720660.41,12044622.87,EUR,2020-05-23,2021-01-21,Merignac,PG-SAFETY,Cancelled,
454500337,MAT-FAL8-002,VND-0002,Thales Group,9,Airframe,328874.28,2959868.52,EUR,2019-04-18,2019-08-17,Merignac,PG-MRO,Partially Delivered,
454500338,MAT-RAFx-003,VND-0015,Honeywell Aerospace India,8,Landing Gear,1005636.9,8045095.2,EUR,2023-05-04,2023-11-09,Merignac,PG-ENGINE,Partially Delivered,
454500339,MAT-RAFx-007,VND-0005,Hindustan Aeronautics Ltd,10,Structure,219559.44,2195594.4,EUR,2023-02-23,2024-02-06,Hyderabad,PG-AVIONICS,Partially Delivered,
454500340,MAT-MRO-003,VND-0013,Collins Aerospace,16,MRO,7741.54,123864.64,EUR,2024-03-24,2024-11-18,Merignac,PG-ENGINE,Open,
454500341,MAT-RAFx-001,VND-0013,Collins Aerospace,7,Airframe,4434532.02,31041724.14,EUR,2023-01-29,2023-08-04,Bordeaux,PG-MRO,Open,
454500342,MAT-MRO-001,VND-0001,Safran Aircraft Engines,10,MRO,77539.83,775398.3,EUR,2019-07-10,2019-08-31,Bangalore,PG-MRO,Cancelled,
454500343,MAT-FAL8-002,VND-0008,Pratt & Whitney,2,Airframe,324135.46,648270.92,EUR,2021-11-01,2022-02-07,Bangalore,PG-SAFETY,Fully Delivered,
454500344,MAT-RAFx-002,VND-0007,Martin Baker Aircraft,3,Airframe,1724190.26,5172570.78,EUR,2020-06-18,2020-12-26,Nagpur,PG-ENGINE,Cancelled,
454500345,MAT-FAL8-005,VND-0005,Hindustan Aeronautics Ltd,4,Interior,3914189.96,15656759.84,EUR,2020-02-20,2020-05-29,Bordeaux,PG-AIRFRAME,Fully Delivered,
454500346,MAT-RAFx-006,VND-0008,Pratt & Whitney,8,Avionics,3589907.71,28719261.68,EUR,2019-09-05,2020-07-05,Hyderabad,PG-ENGINE,Partially Delivered,
454500347,MAT-FAL8-005,VND-0005,Hindustan Aeronautics Ltd,2,Interior,3924762.84,7849525.68,EUR,2023-07-12,2024-01-13,Merignac,PG-AVIONICS,Fully Delivered,
454500348,MAT-FAL8-001,VND-0003,Tata Advanced Systems Ltd,2,Airframe,9820959.25,19641918.5,EUR,2020-12-29,2021-08-18,Nagpur,PG-AVIONICS,Fully Delivered,
454500349,MAT-RAFx-001,VND-0007,Martin Baker Aircraft,8,Airframe,4237600.93,33900807.44,EUR,2022-01-31,2022-07-07,Bordeaux,PG-AIRFRAME,Open,
454500350,MAT-RAFx-001,VND-0001,Safran Aircraft Engines,4,Airframe,3951840.64,15807362.56,EUR,2023-08-14,2024-04-05,Merignac,PG-SAFETY,Partially Delivered,
454500351,MAT-MRO-004,VND-0005,Hindustan Aeronautics Ltd,5,MRO,84960.9,424804.5,EUR,2019-05-13,2019-09-21,Bordeaux,PG-AIRFRAME,Cancelled,
454500352,MAT-FAL8-001,VND-0002,Thales Group,1,Airframe,10172266.6,10172266.6,EUR,2019-04-14,2019-08-08,Hyderabad,PG-MRO,Cancelled,
454500353,MAT-RAFx-001,VND-0007,Martin Baker Aircraft,7,Airframe,3980126.45,27860885.15,EUR,2020-03-15,2020-07-18,Bordeaux,PG-AIRFRAME,Partially Delivered,
454500354,MAT-MRO-005,VND-0010,Elbit Systems India,10,MRO,177475.23,1774752.3,EUR,2020-08-27,2021-06-08,Merignac,PG-AIRFRAME,Partially Delivered,
454500355,MAT-RAFx-009,VND-0007,Martin Baker Aircraft,3,Safety,769920.51,2309761.53,EUR,2022-08-09,2023-06-04,Bangalore,PG-AIRFRAME,Partially Delivered,
454500356,MAT-FAL8-003,VND-0013,Collins Aerospace,6,Engine,2790898.63,16745391.78,EUR,2023-05-20,2024-02-22,Nagpur,PG-MRO,Partially Delivered,
454500357,MAT-RAFx-009,VND-0003,Tata Advanced Systems Ltd,1,Safety,757395.92,757395.92,EUR,2020-03-24,2020-05-08,Merignac,PG-MRO,Cancelled,
454500358,MAT-MRO-002,VND-0006,Reliance Defence Ltd,50,MRO,45.6,2280.0,EUR,2020-04-21,2020-08-10,Nagpur,PG-SAFETY,Open,
454500359,MAT-RAFx-002,VND-0013,Collins Aerospace,4,Airframe,1821799.33,7287197.32,EUR,2023-06-22,2024-02-05,Bordeaux,PG-AVIONICS,Partially Delivered,
454500360,MAT-RAFx-008,VND-0010,Elbit Systems India,6,Fuel System,568174.59,3409047.54,EUR,2022-11-29,2023-06-30,Bangalore,PG-SAFETY,Cancelled,PRICE_DEVIATION_HIGH
454500361,MAT-RAFx-005,VND-0010,Elbit Systems India,4,Avionics,4320873.13,17283492.52,EUR,2023-07-18,2024-04-25,Merignac,PG-AIRFRAME,Fully Delivered,
454500362,MAT-RAFx-002,VND-0004,Dassault Reliance Aerospace,10,Airframe,1719016.98,17190169.8,EUR,2021-12-14,2022-09-14,Bordeaux,PG-AVIONICS,Open,
454500363,MAT-FAL8-001,VND-0012,Bharat Electronics Ltd,3,Airframe,10136546.8,30409640.4,EUR,2023-09-26,2024-04-08,Bordeaux,PG-AIRFRAME,Open,
454500364,MAT-MRO-002,VND-0014,GE Aviation,24,MRO,48.32,1159.68,EUR,2021-02-04,2021-09-24,Nagpur,PG-AVIONICS,Fully Delivered,
454500365,MAT-RAFx-006,VND-0012,Bharat Electronics Ltd,7,Avionics,3872770.77,27109395.39,EUR,2024-05-21,2025-02-24,Bangalore,PG-SAFETY,Fully Delivered,
454500366,MAT-FAL8-002,VND-0004,Dassault Reliance Aerospace,10,Airframe,336100.06,3361000.6,EUR,2021-02-13,2021-08-19,Bordeaux,PG-AIRFRAME,Fully Delivered,
454500367,MAT-MRO-004,VND-0007,Martin Baker Aircraft,50,MRO,98847.51,4942375.5,EUR,2019-03-08,2019-07-09,Bangalore,PG-AVIONICS,Fully Delivered,
454500368,MAT-MRO-004,VND-0002,Thales Group,32,MRO,86710.27,2774728.64,EUR,2023-03-07,2023-05-15,Bordeaux,PG-AIRFRAME,Partially Delivered,
454500369,MAT-FAL8-001,VND-0008,Pratt & Whitney,1,Airframe,9143122.91,9143122.91,EUR,2020-05-26,2020-07-29,Merignac,PG-AIRFRAME,Partially Delivered,
454500370,MAT-FAL8-003,VND-0008,Pratt & Whitney,7,Engine,3010157.62,21071103.34,EUR,2023-12-17,2024-08-14,Bangalore,PG-MRO,Fully Delivered,
454500371,MAT-RAFx-004,VND-0014,GE Aviation,8,Engine,5754082.4,46032659.2,EUR,2022-03-29,2023-03-27,Hyderabad,PG-AIRFRAME,Fully Delivered,
454500372,MAT-RAFx-002,VND-0005,Hindustan Aeronautics Ltd,1,Airframe,1747790.47,1747790.47,EUR,2024-05-03,2024-07-25,Hyderabad,PG-AVIONICS,Open,
454500373,MAT-RAFx-003,VND-0009,MBDA,2,Landing Gear,925368.49,1850736.98,EUR,2022-06-10,2023-03-14,Bordeaux,PG-SAFETY,Fully Delivered,
454500374,MAT-FAL8-004,VND-0003,Tata Advanced Systems Ltd,1,Avionics,1778782.37,1778782.37,EUR,2020-02-25,2020-07-01,Bangalore,PG-ENGINE,Partially Delivered,
454500375,MAT-RAFx-010,VND-0005,Hindustan Aeronautics Ltd,4,Avionics,579914.86,2319659.44,EUR,2021-03-15,2022-01-31,Merignac,PG-ENGINE,Fully Delivered,
454500376,MAT-RAFx-001,VND-0007,Martin Baker Aircraft,2,Airframe,4061937.23,8123874.46,EUR,2022-09-17,2023-09-02,Merignac,PG-AVIONICS,Fully Delivered,
454500377,MAT-RAFx-006,VND-0011,Dynamatic Technologies,5,Avionics,3982418.16,19912090.8,EUR,2021-08-27,2021-11-24,Hyderabad,PG-ENGINE,Partially Delivered,
454500378,MAT-RAFx-003,VND-0011,Dynamatic Technologies,9,Landing Gear,932904.12,8396137.08,EUR,2021-01-29,2021-09-11,Nagpur,PG-MRO,Partially Delivered,
454500379,MAT-FAL8-005,VND-0005,Hindustan Aeronautics Ltd,4,Interior,4426516.92,17706067.68,EUR,2022-03-01,2022-05-01,Merignac,PG-AIRFRAME,Open,
454500380,MAT-FAL8-002,VND-0013,Collins Aerospace,9,Airframe,315596.12,2840365.08,EUR,2023-03-30,2024-02-24,Hyderabad,PG-SAFETY,Partially Delivered,
454500381,MAT-FAL8-004,VND-0009,MBDA,8,Avionics,1922105.14,15376841.12,EUR,2020-04-27,2021-01-25,Merignac,PG-SAFETY,Partially Delivered,
454500382,MAT-MRO-004,VND-0015,Honeywell Aerospace India,34,MRO,96422.63,3278369.42,EUR,2022-10-19,2023-10-01,Hyderabad,PG-AVIONICS,Open,
454500383,MAT-RAFx-006,VND-0004,Dassault Reliance Aerospace,4,Avionics,3478702.11,13914808.44,EUR,2021-05-17,2021-07-26,Bordeaux,PG-SAFETY,Blocked,
454500384,MAT-RAFx-009,VND-0006,Reliance Defence Ltd,2,Safety,728461.02,1456922.04,EUR,2022-02-13,2022-10-04,Bangalore,PG-MRO,Fully Delivered,
454500385,MAT-RAFx-001,VND-0013,Collins Aerospace,10,Airframe,4258851.13,42588511.3,EUR,2023-05-20,2024-01-19,Bangalore,PG-SAFETY,Open,
454500386,MAT-MRO-004,VND-0013,Collins Aerospace,7,MRO,98254.94,687784.58,EUR,2022-02-26,2022-05-18,Nagpur,PG-MRO,Fully Delivered,
454500387,MAT-RAFx-009,VND-0007,Martin Baker Aircraft,8,Safety,788988.5,6311908.0,EUR,2021-08-26,2021-10-14,Bangalore,PG-SAFETY,Open,
454500388,MAT-FAL8-003,VND-0001,Safran Aircraft Engines,7,Engine,2974529.25,20821704.75,EUR,2020-11-09,2021-04-09,Nagpur,PG-ENGINE,Open,
454500389,MAT-RAFx-001,VND-0006,Reliance Defence Ltd,5,Airframe,4072957.93,20364789.65,EUR,2023-09-23,2024-06-30,Bordeaux,PG-AVIONICS,Cancelled,
454500390,MAT-RAFx-010,VND-0012,Bharat Electronics Ltd,8,Avionics,647183.87,5177470.96,EUR,2020-10-19,2021-04-04,Merignac,PG-AVIONICS,Fully Delivered,
454500391,MAT-FAL8-005,VND-0004,Dassault Reliance Aerospace,7,Interior,4361914.9,30533404.3,EUR,2023-04-05,2024-01-24,Bangalore,PG-AVIONICS,Cancelled,
454500392,MAT-RAFx-003,VND-0005,Hindustan Aeronautics Ltd,9,Landing Gear,1251593.85,11264344.65,EUR,2023-05-18,2024-03-11,Bordeaux,PG-AIRFRAME,Cancelled,PRICE_DEVIATION_HIGH
454500393,MAT-RAFx-008,VND-0001,Safran Aircraft Engines,8,Fuel System,352674.0,2821392.0,EUR,2021-01-08,2021-05-19,Bangalore,PG-MRO,Partially Delivered,
454500394,MAT-RAFx-004,VND-0011,Dynamatic Technologies,1,Engine,5272905.52,5272905.52,EUR,2021-09-28,2022-08-28,Hyderabad,PG-SAFETY,Partially Delivered,
454500395,MAT-MRO-003,VND-0006,Reliance Defence Ltd,23,MRO,7758.53,178446.19,EUR,2024-01-06,2024-06-16,Nagpur,PG-AIRFRAME,Fully Delivered,
454500396,MAT-FAL8-003,VND-0001,Safran Aircraft Engines,3,Engine,2958511.95,8875535.85,EUR,2023-05-17,2023-10-03,Bordeaux,PG-ENGINE,Cancelled,
454500397,MAT-FAL8-004,VND-0009,MBDA,1,Avionics,2010847.5,2010847.5,EUR,2023-04-21,2023-05-25,Bordeaux,PG-SAFETY,Fully Delivered,
454500398,MAT-RAFx-001,VND-0004,Dassault Reliance Aerospace,5,Airframe,4272807.09,21364035.45,EUR,2024-04-15,2024-10-18,Nagpur,PG-MRO,Fully Delivered,
454500399,MAT-FAL8-003,VND-0014,GE Aviation,6,Engine,2781631.11,16689786.66,EUR,2020-03-22,2020-12-15,Bangalore,PG-MRO,Partially Delivered,
454500400,MAT-MRO-004,VND-0002,Thales Group,1,MRO,92169.48,92169.48,EUR,2022-09-18,2023-04-27,Nagpur,PG-ENGINE,Fully Delivered,
454500401,MAT-RAFx-004,VND-0008,Pratt & Whitney,2,Engine,5355929.62,10711859.24,EUR,2020-07-20,2021-07-12,Nagpur,PG-AVIONICS,Partially Delivered,
454500402,MAT-RAFx-005,VND-0009,MBDA,4,Avionics,4362194.7,17448778.8,EUR,2023-07-08,2024-06-09,Bordeaux,PG-AIRFRAME,Partially Delivered,
454500403,MAT-MRO-001,VND-0005,Hindustan Aeronautics Ltd,17,MRO,79882.94,1358009.98,EUR,2021-04-08,2021-11-22,Bangalore,PG-AVIONICS,Fully Delivered,
454500404,MAT-FAL8-001,VND-0012,Bharat Electronics Ltd,4,Airframe,9783203.53,39132814.12,EUR,2022-07-31,2023-04-30,Bangalore,PG-ENGINE,Cancelled,
454500405,MAT-RAFx-006,VND-0014,GE Aviation,9,Avionics,3511232.43,31601091.87,EUR,2019-07-19,2020-04-15,Bangalore,PG-AVIONICS,Open,
454500406,MAT-FAL8-001,VND-0011,Dynamatic Technologies,2,Airframe,9077825.34,18155650.68,EUR,2020-04-02,2020-10-06,Nagpur,PG-ENGINE,Partially Delivered,
454500407,MAT-MRO-004,VND-0005,Hindustan Aeronautics Ltd,30,MRO,97169.87,2915096.1,EUR,2021-08-21,2021-10-17,Bangalore,PG-AIRFRAME,Cancelled,
454500408,MAT-MRO-001,VND-0015,Honeywell Aerospace India,13,MRO,75005.73,975074.49,EUR,2023-11-12,2024-06-24,Bordeaux,PG-AVIONICS,Fully Delivered,
454500409,MAT-RAFx-007,VND-0006,Reliance Defence Ltd,7,Structure,226369.64,1584587.48,EUR,2024-01-03,2024-09-23,Bordeaux,PG-AIRFRAME,Open,
454500410,MAT-MRO-001,VND-0006,Reliance Defence Ltd,41,MRO,80839.68,3314426.88,EUR,2020-10-03,2021-09-22,Bordeaux,PG-AVIONICS,Open,
454500411,MAT-MRO-004,VND-0013,Collins Aerospace,11,MRO,91846.57,1010312.27,EUR,2023-04-13,2023-06-27,Hyderabad,PG-MRO,Open,
454500412,MAT-FAL8-004,VND-0008,Pratt & Whitney,7,Avionics,1749419.42,12245935.94,EUR,2021-12-29,2022-05-10,Nagpur,PG-SAFETY,Fully Delivered,
454500413,MAT-RAFx-007,VND-0001,Safran Aircraft Engines,1,Structure,214256.68,214256.68,EUR,2020-05-24,2020-10-16,Bordeaux,PG-AIRFRAME,Fully Delivered,
454500414,MAT-FAL8-003,VND-0009,MBDA,10,Engine,2713139.56,27131395.6,EUR,2019-05-14,2019-07-06,Bangalore,PG-SAFETY,Partially Delivered,
454500415,MAT-MRO-002,VND-0006,Reliance Defence Ltd,28,MRO,47.79,1338.12,EUR,2019-10-02,2020-04-24,Bordeaux,PG-AVIONICS,Blocked,
454500416,MAT-FAL8-003,VND-0001,Safran Aircraft Engines,4,Engine,2676495.97,10705983.88,EUR,2019-09-26,2020-02-11,Bordeaux,PG-AIRFRAME,Fully Delivered,
454500417,MAT-FAL8-002,VND-0012,Bharat Electronics Ltd,1,Airframe,313609.85,313609.85,EUR,2022-08-04,2023-01-11,Bangalore,PG-AIRFRAME,Fully Delivered,
454500418,MAT-RAFx-004,VND-0011,Dynamatic Technologies,1,Engine,5102446.85,5102446.85,EUR,2019-08-26,2020-04-25,Nagpur,PG-MRO,Partially Delivered,
454500419,MAT-RAFx-005,VND-0004,Dassault Reliance Aerospace,1,Avionics,3969532.39,3969532.39,EUR,2022-09-17,2022-12-07,Bangalore,PG-AVIONICS,Fully Delivered,
454500420,MAT-FAL8-004,VND-0014,GE Aviation,2,Avionics,1903521.78,3807043.56,EUR,2022-06-19,2022-09-17,Hyderabad,PG-AVIONICS,Partially Delivered,
454500421,MAT-MRO-005,VND-0004,Dassault Reliance Aerospace,5,MRO,194812.37,974061.85,EUR,2020-02-18,2020-09-18,Merignac,PG-SAFETY,Fully Delivered,
454500422,MAT-MRO-001,VND-0015,Honeywell Aerospace India,14,MRO,96086.32,1345208.48,EUR,2021-09-11,2022-03-29,Merignac,PG-SAFETY,Partially Delivered,PRICE_DEVIATION_HIGH
454500423,MAT-MRO-001,VND-0003,Tata Advanced Systems Ltd,6,MRO,78354.31,470125.86,EUR,2019-06-03,2019-08-23,Hyderabad,PG-ENGINE,Cancelled,
454500424,MAT-RAFx-009,VND-0008,Pratt & Whitney,1,Safety,730056.15,730056.15,EUR,2019-12-24,2020-02-12,Nagpur,PG-MRO,Cancelled,
454500425,MAT-RAFx-004,VND-0002,Thales Group,1,Engine,5068511.65,5068511.65,EUR,2019-10-11,2020-10-06,Hyderabad,PG-SAFETY,Open,
454500426,MAT-RAFx-009,VND-0015,Honeywell Aerospace India,2,Safety,764103.24,1528206.48,EUR,2020-12-02,2021-04-04,Hyderabad,PG-ENGINE,Open,
454500427,MAT-FAL8-003,VND-0012,Bharat Electronics Ltd,8,Engine,2934354.8,23474838.4,EUR,2022-08-21,2022-12-14,Merignac,PG-AVIONICS,Open,
454500428,MAT-RAFx-004,VND-0007,Martin Baker Aircraft,10,Engine,5484753.87,54847538.7,EUR,2022-03-11,2022-11-20,Nagpur,PG-SAFETY,Open,
454500429,MAT-RAFx-001,VND-0014,GE Aviation,3,Airframe,4188629.53,12565888.59,EUR,2021-09-26,2021-12-22,Merignac,PG-ENGINE,Cancelled,
454500430,MAT-FAL8-001,VND-0001,Safran Aircraft Engines,9,Airframe,9906643.65,89159792.85,EUR,2022-03-26,2023-02-08,Nagpur,PG-SAFETY,Partially Delivered,
454500431,MAT-MRO-002,VND-0012,Bharat Electronics Ltd,45,MRO,45.85,2063.25,EUR,2021-06-05,2021-11-09,Hyderabad,PG-AVIONICS,Fully Delivered,
454500432,MAT-MRO-003,VND-0015,Honeywell Aerospace India,40,MRO,7615.59,304623.6,EUR,2022-08-10,2022-11-28,Hyderabad,PG-AVIONICS,Fully Delivered,
454500433,MAT-RAFx-003,VND-0013,Collins Aerospace,8,Landing Gear,922736.34,7381890.72,EUR,2020-11-08,2021-04-29,Hyderabad,PG-MRO,Open,
454500434,MAT-RAFx-008,VND-0002,Thales Group,8,Fuel System,376606.68,3012853.44,EUR,2022-03-19,2022-12-03,Nagpur,PG-AIRFRAME,Open,
454500435,MAT-MRO-001,VND-0012,Bharat Electronics Ltd,42,MRO,69213.23,2906955.66,EUR,2021-04-06,2021-12-03,Merignac,PG-SAFETY,Open,
454500436,MAT-MRO-005,VND-0011,Dynamatic Technologies,5,MRO,196547.28,982736.4,EUR,2022-02-25,2022-07-10,Nagpur,PG-ENGINE,Fully Delivered,
454500437,MAT-RAFx-002,VND-0014,GE Aviation,4,Airframe,1899163.42,7596653.68,EUR,2020-11-10,2021-09-22,Nagpur,PG-MRO,Fully Delivered,
454500438,MAT-RAFx-004,VND-0002,Thales Group,4,Engine,5061933.31,20247733.24,EUR,2020-12-28,2021-12-17,Bangalore,PG-ENGINE,Blocked,
454500439,MAT-RAFx-004,VND-0001,Safran Aircraft Engines,3,Engine,5493331.49,16479994.47,EUR,2023-08-11,2024-04-06,Bordeaux,PG-AIRFRAME,Open,
454500440,MAT-FAL8-003,VND-0004,Dassault Reliance Aerospace,8,Engine,2945400.26,23563202.08,EUR,2020-01-26,2020-08-16,Bangalore,PG-AIRFRAME,Open,
454500441,MAT-FAL8-005,VND-0008,Pratt & Whitney,10,Interior,4506559.9,45065599.0,EUR,2019-10-03,2020-07-14,Bangalore,PG-MRO,Open,
454500442,MAT-MRO-004,VND-0008,Pratt & Whitney,33,MRO,96137.52,3172538.16,EUR,2024-02-08,2024-06-07,Bordeaux,PG-AIRFRAME,Fully Delivered,
454500443,MAT-FAL8-003,VND-0011,Dynamatic Technologies,10,Engine,2847560.03,28475600.3,EUR,2020-10-21,2021-08-05,Bangalore,PG-AVIONICS,Cancelled,
454500444,MAT-RAFx-009,VND-0007,Martin Baker Aircraft,6,Safety,838717.36,5032304.16,EUR,2021-07-16,2021-10-22,Bangalore,PG-ENGINE,Open,
454500445,MAT-MRO-003,VND-0014,GE Aviation,21,MRO,8477.98,178037.58,EUR,2024-03-30,2025-02-06,Bangalore,PG-ENGINE,Fully Delivered,
454500446,MAT-FAL8-002,VND-0015,Honeywell Aerospace India,3,Airframe,344644.38,1033933.14,EUR,2022-08-24,2022-12-23,Nagpur,PG-AIRFRAME,Fully Delivered,
454500447,MAT-FAL8-002,VND-0009,MBDA,8,Airframe,324239.68,2593917.44,EUR,2024-04-14,2024-12-13,Bangalore,PG-ENGINE,Fully Delivered,
454500448,MAT-FAL8-004,VND-0013,Collins Aerospace,1,Avionics,1906909.92,1906909.92,EUR,2019-02-21,2019-10-04,Bordeaux,PG-ENGINE,Open,
454500449,MAT-RAFx-006,VND-0005,Hindustan Aeronautics Ltd,5,Avionics,3490685.61,17453428.05,EUR,2019-05-08,2019-11-05,Nagpur,PG-MRO,Partially Delivered,
454500450,MAT-RAFx-004,VND-0010,Elbit Systems India,9,Engine,5821060.51,52389544.59,EUR,2023-03-01,2024-02-25,Nagpur,PG-AIRFRAME,Fully Delivered,
454500451,MAT-FAL8-003,VND-0007,Martin Baker Aircraft,7,Engine,4228796.57,29601575.99,EUR,2022-11-04,2023-05-13,Bordeaux,PG-SAFETY,Blocked,PRICE_DEVIATION_HIGH
454500452,MAT-FAL8-005,VND-0014,GE Aviation,4,Interior,4476518.85,17906075.4,EUR,2022-12-14,2023-12-10,Bangalore,PG-AVIONICS,Partially Delivered,
454500453,MAT-RAFx-007,VND-0005,Hindustan Aeronautics Ltd,8,Structure,199161.51,1593292.08,EUR,2022-10-30,2023-01-06,Bangalore,PG-AIRFRAME,Open,
454500454,MAT-FAL8-003,VND-0001,Safran Aircraft Engines,7,Engine,2701042.29,18907296.03,EUR,2020-06-25,2020-09-29,Merignac,PG-ENGINE,Open,
