OpportunityId,AccountId,AccountName,OpportunityName,Product,Quantity,Amount_EUR,Stage,Probability,CloseDate,CreatedDate,SalesRep,LeadSource,CycleLength_Days,Anomaly,Region
OPP00599,ACC0010,Safran Group,Spare Parts Package — Germany (11 units),Spare Parts Package,11,22263654.02,Proposal,50,2020-11-24,2019-03-31,Antoine Morel,Diplomatic Channel,,,Europe
OPP00600,ACC0004,UAE Air Force,Training Program — UAE (11 units),Training Program,11,35608077.93,Closed Won,100,2022-10-16,2019-01-10,Antoine Morel,Government RFP,1375.0,,Middle East
OPP00601,ACC0011,Thales Group,Offset Industrial Package — India (8 units),Offset Industrial Package,8,109666300.98,Proposal,50,2026-01-24,2022-03-30,Antoine Morel,Diplomatic Channel,,,Asia
OPP00602,ACC0024,Royal Saudi Air Force,Spare Parts Package — UAE (10 units),Spare Parts Package,10,21359690.41,Negotiation,75,2019-12-18,2017-09-03,Isabelle Bernard,Government RFP,,,Middle East
OPP00603,ACC0014,HAL (Hindustan Aeronautics),Falcon 6X — UAE (3 units),Falcon 6X,3,144980557.42,Closed Won,100,2022-11-30,2020-05-14,Marc Dupont,Air Show,930.0,,Middle East
OPP00604,ACC0014,HAL (Hindustan Aeronautics),Falcon 6X — UAE (7 units),Falcon 6X,7,292975334.69,Negotiation,75,2021-11-26,2020-03-21,Antoine Morel,Government RFP,,,Middle East
OPP00605,ACC0026,Singapore Air Force,Spare Parts Package — Qatar (4 units),Spare Parts Package,4,7072540.58,Prospecting,10,2023-11-14,2019-02-26,Marc Dupont,Direct Contact,,,Middle East
OPP00606,ACC0003,Armée de l'Air française,Training Program — France (9 units),Training Program,9,30979474.16,Negotiation,75,2022-03-09,2021-09-25,Sophie Leclerc,Government RFP,,,Europe
OPP00607,ACC0025,Malaysian RMAF,Falcon 10X — Greece (3 units),Falcon 10X,3,193217076.06,Closed Won,100,2021-05-07,2020-02-12,Jean-Pierre Martin,Direct Contact,450.0,,Europe
OPP00608,ACC0010,Safran Group,Rafale F3-R — Germany (1 units),Rafale F3-R,1,99708768.08,Proposal,50,2019-11-10,2017-12-10,Jean-Pierre Martin,Direct Contact,,,Europe
OPP00609,ACC0022,Lockheed Martin India,MRO Contract Rafale — Egypt (11 units),MRO Contract Rafale,11,57597604.95,Proposal,50,2022-04-27,2018-01-05,Sophie Leclerc,Government RFP,,,Africa
OPP00610,ACC0019,Collins Aerospace India,Rafale F4 — Spain (10 units),Rafale F4,10,1016826916.02,Negotiation,75,2023-04-01,2018-05-10,Antoine Morel,Diplomatic Channel,,,Europe
OPP00611,ACC0007,Indonesian Air Force,Falcon 10X — Indonesia (8 units),Falcon 10X,8,669221675.22,Negotiation,75,2024-04-02,2019-09-03,Marc Dupont,Referral,,,Asia
OPP00612,ACC0026,Singapore Air Force,Offset Industrial Package — Qatar (12 units),Offset Industrial Package,12,174057336.12,Closed Lost,0,2021-02-11,2019-08-25,Sophie Leclerc,Air Show,536.0,,Middle East
OPP00613,ACC0005,Hellenic Air Force,Falcon 8X — Greece (4 units),Falcon 8X,4,273834490.27,Proposal,50,2025-06-25,2021-12-06,Jean-Pierre Martin,Direct Contact,,,Europe
OPP00614,ACC0022,Lockheed Martin India,Upgrade EW Suite — Egypt (6 units),Upgrade EW Suite,6,50874495.29,Proposal,50,2020-11-20,2018-04-08,Isabelle Bernard,Government RFP,,,Africa
OPP00615,ACC0030,Kuwait Air Force,Falcon 10X — Germany (3 units),Falcon 10X,3,215752365.83,Closed Won,100,2021-06-28,2021-02-15,Antoine Morel,Air Show,133.0,,Europe
OPP00616,ACC0012,Dassault Reliance Aerospace,Rafale F3-R — Egypt (12 units),Rafale F3-R,12,1215256161.45,Proposal,50,2022-02-02,2019-09-09,Marc Dupont,Referral,,,Africa
OPP00617,ACC0002,Indian Navy,Rafale F4 — Egypt (9 units),Rafale F4,9,949123427.86,Proposal,50,2024-05-30,2021-12-18,Marc Dupont,Referral,,,Africa
OPP00618,ACC0009,Airbus Group,Rafale F4 — Spain (4 units),Rafale F4,4,356906210.87,Closed Lost,0,2022-08-02,2018-10-19,Marc Dupont,Direct Contact,1383.0,,Europe
OPP00619,ACC0025,Malaysian RMAF,Rafale F3-R — Greece (5 units),Rafale F3-R,5,499470019.42,Negotiation,75,2025-01-27,2022-07-07,Marc Dupont,Direct Contact,,,Europe
OPP00620,ACC0006,Qatar Emiri Air Force,Rafale F4 — Qatar (3 units),Rafale F4,3,301970227.04,Prospecting,10,2025-04-13,2022-09-05,Antoine Morel,Diplomatic Channel,,,Middle East
OPP00621,ACC0029,Finnish Air Force,MRO Contract Rafale — Spain (8 units),MRO Contract Rafale,8,42342521.19,Negotiation,75,2018-11-11,2017-08-02,Isabelle Bernard,Government RFP,,,Europe
OPP00622,ACC0026,Singapore Air Force,Rafale F3-R — Qatar (7 units),Rafale F3-R,7,573314235.13,Proposal,50,2021-02-18,2020-06-05,Jean-Pierre Martin,Government RFP,,,Middle East
OPP00623,ACC0017,GE Aviation India,Falcon 6X — Indonesia (9 units),Falcon 6X,9,430948018.85,Closed Won,100,2022-07-20,2018-06-17,Isabelle Bernard,Referral,1494.0,,Asia
OPP00624,ACC0017,GE Aviation India,Training Program — Indonesia (8 units),Training Program,8,26689242.07,Proposal,50,2022-08-06,2018-07-01,Antoine Morel,Referral,,,Asia
OPP00625,ACC0003,Armée de l'Air française,Falcon 10X — France (4 units),Falcon 10X,4,262595905.57,Qualification,25,2023-06-26,2021-02-14,Antoine Morel,Government RFP,,,Europe
OPP00626,ACC0004,UAE Air Force,Rafale F3-R — UAE (1 units),Rafale F3-R,1,101424033.5,Negotiation,75,2024-08-10,2023-11-12,Isabelle Bernard,Government RFP,,,Middle East
OPP00627,ACC0024,Royal Saudi Air Force,Falcon 10X — UAE (12 units),Falcon 10X,12,994994335.22,Proposal,50,2020-03-17,2017-07-23,Antoine Morel,Referral,,,Middle East
OPP00628,ACC0004,UAE Air Force,Falcon 8X — UAE (2 units),Falcon 8X,2,136489183.11,Closed Lost,0,2019-10-24,2018-11-28,Jean-Pierre Martin,Diplomatic Channel,330.0,,Middle East
OPP00629,ACC0002,Indian Navy,Spare Parts Package — Egypt (8 units),Spare Parts Package,8,17570835.77,Qualification,25,2026-10-16,2022-07-18,Sophie Leclerc,Government RFP,,,Africa
OPP00630,ACC0024,Royal Saudi Air Force,Falcon 10X — UAE (5 units),Falcon 10X,5,402724840.81,Qualification,25,2022-09-09,2021-04-14,Antoine Morel,Government RFP,,,Middle East
OPP00631,ACC0007,Indonesian Air Force,Falcon 10X — Indonesia (12 units),Falcon 10X,12,947840935.82,Qualification,25,2026-05-19,2021-09-10,Sophie Leclerc,Air Show,,,Asia
OPP00632,ACC0006,Qatar Emiri Air Force,Falcon 10X — Qatar (5 units),Falcon 10X,5,345242132.86,Closed Lost,0,2024-05-18,2022-01-22,Antoine Morel,Direct Contact,847.0,,Middle East
OPP00633,ACC0013,Tata Advanced Systems,Rafale F4 — France (1 units),Rafale F4,1,94113125.83,Closed Lost,0,2023-02-07,2020-08-17,Sophie Leclerc,Direct Contact,904.0,,Europe
OPP00634,ACC0021,Boeing India,Spare Parts Package — India (12 units),Spare Parts Package,12,24699810.77,Prospecting,10,2018-05-25,2017-10-27,Jean-Pierre Martin,Referral,,,Asia
OPP00635,ACC0029,Finnish Air Force,Falcon 6X — Spain (8 units),Falcon 6X,8,404088466.04,Closed Lost,0,2028-07-18,2023-10-20,Antoine Morel,Air Show,1733.0,,Europe
OPP00636,ACC0003,Armée de l'Air française,Rafale F3-R — France (5 units),Rafale F3-R,5,450613169.7,Proposal,50,2023-09-25,2021-04-10,Marc Dupont,Government RFP,,,Europe
OPP00637,ACC0018,Honeywell India,Upgrade EW Suite — Croatia (1 units),Upgrade EW Suite,1,8193168.58,Qualification,25,2022-12-06,2019-12-03,Marc Dupont,Direct Contact,,,Europe
OPP00638,ACC0028,Belgian Air Force,Falcon 8X — Croatia (2 units),Falcon 8X,2,113423425.92,Proposal,50,2024-08-27,2022-12-13,Jean-Pierre Martin,Referral,,,Europe
OPP00639,ACC0003,Armée de l'Air française,Rafale F3-R — France (3 units),Rafale F3-R,3,269936060.02,Closed Won,100,2022-10-22,2020-02-25,Marc Dupont,Referral,970.0,,Europe
OPP00640,ACC0030,Kuwait Air Force,Offset Industrial Package — Germany (5 units),Offset Industrial Package,5,75381885.43,Closed Won,100,2023-11-26,2021-11-20,Isabelle Bernard,Government RFP,736.0,,Europe
OPP00641,ACC0006,Qatar Emiri Air Force,Upgrade EW Suite — Qatar (11 units),Upgrade EW Suite,11,91607617.88,Prospecting,10,2023-01-06,2021-12-08,Jean-Pierre Martin,Government RFP,,,Middle East
OPP00642,ACC0020,Rolls-Royce India,Falcon 8X — Germany (1 units),Falcon 8X,1,59464455.56,Closed Won,100,2021-07-11,2018-11-01,Jean-Pierre Martin,Direct Contact,983.0,,Europe
OPP00643,ACC0025,Malaysian RMAF,Rafale F3-R — Greece (8 units),Rafale F3-R,8,689008345.11,Negotiation,75,2026-04-20,2023-04-17,Jean-Pierre Martin,Government RFP,,,Europe
OPP00644,ACC0003,Armée de l'Air française,Rafale F4 — France (6 units),Rafale F4,6,500501817.17,Qualification,25,2021-05-17,2020-03-09,Antoine Morel,Referral,,,Europe
OPP00645,ACC0026,Singapore Air Force,Offset Industrial Package — Qatar (11 units),Offset Industrial Package,11,169241031.39,Closed Lost,0,2023-10-25,2023-07-19,Antoine Morel,Diplomatic Channel,98.0,,Middle East
OPP00646,ACC0025,Malaysian RMAF,Falcon 8X — Greece (7 units),Falcon 8X,7,472972062.78,Closed Won,100,2023-10-21,2019-10-06,Jean-Pierre Martin,Referral,1476.0,,Europe
OPP00647,ACC0004,UAE Air Force,Rafale F3-R — UAE (5 units),Rafale F3-R,5,474477166.55,Proposal,50,2021-12-04,2018-05-15,Jean-Pierre Martin,Referral,,,Middle East
OPP00648,ACC0029,Finnish Air Force,Falcon 8X — Spain (1 units),Falcon 8X,1,52459138.26,Negotiation,75,2024-02-20,2022-05-20,Antoine Morel,Air Show,,,Europe
OPP00649,ACC0002,Indian Navy,MRO Contract Rafale — Egypt (1 units),MRO Contract Rafale,1,5234259.14,Proposal,50,2026-06-06,2022-01-30,Antoine Morel,Government RFP,,,Africa
OPP00650,ACC0028,Belgian Air Force,Falcon 6X — Croatia (1 units),Falcon 6X,1,49071032.5,Proposal,50,2020-09-23,2020-03-04,Jean-Pierre Martin,Diplomatic Channel,,,Europe
OPP00651,ACC0013,Tata Advanced Systems,Offset Industrial Package — France (7 units),Offset Industrial Package,7,92165356.84,Qualification,25,2024-06-06,2019-11-12,Isabelle Bernard,Air Show,,,Europe
OPP00652,ACC0022,Lockheed Martin India,Rafale F3-R — Egypt (4 units),Rafale F3-R,4,323597593.86,Proposal,50,2025-12-24,2021-07-07,Sophie Leclerc,Air Show,,,Africa
OPP00653,ACC0015,MBDA India,Falcon 10X — Greece (8 units),Falcon 10X,8,654198075.81,Closed Lost,0,2024-02-09,2020-06-24,Sophie Leclerc,Referral,1325.0,,Europe
OPP00654,ACC0012,Dassault Reliance Aerospace,Rafale F4 — Egypt (6 units),Rafale F4,6,572163701.59,Proposal,50,2024-11-29,2022-06-29,Isabelle Bernard,Referral,,,Africa
OPP00655,ACC0013,Tata Advanced Systems,Offset Industrial Package — France (10 units),Offset Industrial Package,10,146538176.12,Closed Won,100,2025-06-05,2021-09-27,Sophie Leclerc,Direct Contact,1347.0,,Europe
OPP00656,ACC0011,Thales Group,Spare Parts Package — India (2 units),Spare Parts Package,2,3448525.71,Closed Lost,0,2024-11-14,2020-10-31,Sophie Leclerc,Government RFP,1475.0,,Asia
OPP00657,ACC0028,Belgian Air Force,Training Program — Croatia (9 units),Training Program,9,28049432.61,Prospecting,10,2025-10-03,2022-11-20,Isabelle Bernard,Air Show,,,Europe
OPP00658,ACC0009,Airbus Group,Training Program — Spain (5 units),Training Program,5,13418729.42,Closed Won,100,2020-05-13,2018-06-08,Sophie Leclerc,Diplomatic Channel,705.0,,Europe
OPP00659,ACC0014,HAL (Hindustan Aeronautics),Spare Parts Package — UAE (5 units),Spare Parts Package,5,10205607.06,Prospecting,10,2023-09-05,2023-03-07,Antoine Morel,Air Show,,,Middle East
OPP00660,ACC0005,Hellenic Air Force,Upgrade EW Suite — Greece (7 units),Upgrade EW Suite,7,54538726.0,Closed Won,100,2025-08-24,2022-03-19,Marc Dupont,Referral,1254.0,,Europe
OPP00661,ACC0019,Collins Aerospace India,Falcon 10X — Spain (10 units),Falcon 10X,10,655898151.35,Prospecting,10,2027-01-17,2022-08-25,Isabelle Bernard,Government RFP,,,Europe
OPP00662,ACC0019,Collins Aerospace India,Falcon 8X — Spain (7 units),Falcon 8X,7,362702598.26,Closed Won,100,2023-08-01,2021-09-01,Marc Dupont,Diplomatic Channel,699.0,,Europe
OPP00663,ACC0020,Rolls-Royce India,Training Program — Germany (11 units),Training Program,11,32504484.27,Proposal,50,2024-10-04,2019-12-22,Sophie Leclerc,Government RFP,,,Europe
OPP00664,ACC0015,MBDA India,Falcon 8X — Greece (2 units),Falcon 8X,2,128893055.49,Proposal,50,2027-10-19,2023-10-11,Jean-Pierre Martin,Direct Contact,,,Europe
OPP00665,ACC0027,Swiss Air Force,Upgrade EW Suite — Indonesia (1 units),Upgrade EW Suite,1,6814032.97,Prospecting,10,2022-03-26,2018-04-23,Isabelle Bernard,Direct Contact,,,Asia
OPP00666,ACC0015,MBDA India,Spare Parts Package — Greece (11 units),Spare Parts Package,11,25074305.13,Closed Won,100,2025-09-11,2023-10-02,Antoine Morel,Diplomatic Channel,710.0,,Europe
OPP00667,ACC0003,Armée de l'Air française,MRO Contract Rafale — France (12 units),MRO Contract Rafale,12,63128456.57,Closed Won,100,2022-03-02,2021-06-06,Sophie Leclerc,Government RFP,269.0,,Europe
OPP00668,ACC0012,Dassault Reliance Aerospace,Rafale F3-R — Egypt (4 units),Rafale F3-R,4,318086550.27,Closed Won,100,2018-06-25,2017-03-07,Jean-Pierre Martin,Government RFP,475.0,,Africa
OPP00669,ACC0013,Tata Advanced Systems,Training Program — France (11 units),Training Program,11,29487026.49,Proposal,50,2023-06-21,2019-09-18,Antoine Morel,Government RFP,,,Europe
OPP00670,ACC0020,Rolls-Royce India,Rafale F4 — Germany (5 units),Rafale F4,5,513435263.36,Negotiation,75,2019-01-11,2018-08-30,Jean-Pierre Martin,Government RFP,,,Europe
OPP00671,ACC0024,Royal Saudi Air Force,Falcon 8X — UAE (12 units),Falcon 8X,12,763761190.83,Negotiation,75,2025-03-16,2022-06-10,Antoine Morel,Government RFP,,,Middle East
OPP00672,ACC0008,Croatian Air Force,Falcon 6X — Croatia (5 units),Falcon 6X,5,229686556.17,Prospecting,10,2021-09-07,2021-05-24,Jean-Pierre Martin,Direct Contact,,,Europe
OPP00673,ACC0030,Kuwait Air Force,Spare Parts Package — Germany (8 units),Spare Parts Package,8,17137975.9,Closed Won,100,2025-07-23,2023-09-07,Jean-Pierre Martin,Direct Contact,685.0,,Europe
OPP00674,ACC0017,GE Aviation India,Spare Parts Package — Indonesia (8 units),Spare Parts Package,8,16064107.46,Closed Lost,0,2028-09-06,2023-11-10,Isabelle Bernard,Government RFP,1762.0,,Asia
OPP00675,ACC0001,Indian Air Force,Rafale F3-R — India (9 units),Rafale F3-R,9,693121777.14,Proposal,50,2024-01-25,2023-06-19,Marc Dupont,Direct Contact,,,Asia
OPP00676,ACC0012,Dassault Reliance Aerospace,Training Program — Egypt (2 units),Training Program,2,5990619.84,Proposal,50,2023-08-01,2020-11-21,Jean-Pierre Martin,Government RFP,,,Africa
OPP00677,ACC0022,Lockheed Martin India,Falcon 10X — Egypt (12 units),Falcon 10X,12,816894350.33,Proposal,50,2023-12-13,2020-11-09,Sophie Leclerc,Diplomatic Channel,,,Africa
OPP00678,ACC0015,MBDA India,MRO Contract Rafale — Greece (10 units),MRO Contract Rafale,10,55301806.87,Qualification,25,2024-02-22,2022-04-03,Isabelle Bernard,Direct Contact,,,Europe
OPP00679,ACC0024,Royal Saudi Air Force,MRO Contract Rafale — UAE (8 units),MRO Contract Rafale,8,43597060.71,Negotiation,75,2020-08-24,2018-10-26,Jean-Pierre Martin,Direct Contact,,,Middle East
OPP00680,ACC0011,Thales Group,Falcon 8X — India (3 units),Falcon 8X,3,163772148.03,Negotiation,75,2028-06-28,2023-10-18,Isabelle Bernard,Direct Contact,,,Asia
OPP00681,ACC0017,GE Aviation India,Falcon 10X — Indonesia (4 units),Falcon 10X,4,273848964.72,Closed Lost,0,2019-10-14,2017-07-12,Marc Dupont,Referral,824.0,,Asia
OPP00682,ACC0010,Safran Group,Falcon 8X — Germany (3 units),Falcon 8X,3,197709229.17,Prospecting,10,2023-04-02,2022-08-25,Marc Dupont,Direct Contact,,,Europe
OPP00683,ACC0009,Airbus Group,Rafale F4 — Spain (10 units),Rafale F4,10,872106722.96,Qualification,25,2024-12-29,2023-04-21,Marc Dupont,Referral,,,Europe
OPP00684,ACC0001,Indian Air Force,Rafale F3-R — India (9 units),Rafale F3-R,9,753500370.24,Closed Won,100,2021-10-31,2018-09-12,Antoine Morel,Air Show,1145.0,,Asia
OPP00685,ACC0018,Honeywell India,Rafale F3-R — Croatia (8 units),Rafale F3-R,8,784581167.24,Closed Lost,0,2022-11-15,2018-03-31,Antoine Morel,Diplomatic Channel,1690.0,,Europe
OPP00686,ACC0001,Indian Air Force,Rafale F4 — India (9 units),Rafale F4,9,737515160.64,Qualification,25,2019-02-02,2018-03-08,Sophie Leclerc,Referral,,,Asia
OPP00687,ACC0025,Malaysian RMAF,Falcon 8X — Greece (12 units),Falcon 8X,12,675098565.35,Closed Won,100,2024-12-28,2021-12-14,Jean-Pierre Martin,Government RFP,1110.0,,Europe
OPP00688,ACC0009,Airbus Group,MRO Contract Rafale — Spain (6 units),MRO Contract Rafale,6,32872447.05,Closed Won,100,2021-02-01,2018-05-19,Isabelle Bernard,Air Show,989.0,,Europe
OPP00689,ACC0025,Malaysian RMAF,Falcon 6X — Greece (8 units),Falcon 6X,8,342862567.54,Qualification,25,2024-05-26,2022-08-31,Marc Dupont,Direct Contact,,,Europe
OPP00690,ACC0015,MBDA India,MRO Contract Rafale — Greece (11 units),MRO Contract Rafale,11,57722421.71,Closed Won,100,2021-11-30,2018-09-13,Isabelle Bernard,Government RFP,1174.0,,Europe
OPP00691,ACC0011,Thales Group,Falcon 8X — India (7 units),Falcon 8X,7,409089586.76,Closed Won,100,2024-09-24,2021-08-04,Marc Dupont,Air Show,1147.0,,Asia
OPP00692,ACC0018,Honeywell India,Training Program — Croatia (3 units),Training Program,3,9729410.02,Closed Lost,0,2023-07-11,2022-10-21,Marc Dupont,Referral,263.0,,Europe
OPP00693,ACC0007,Indonesian Air Force,Spare Parts Package — Indonesia (3 units),Spare Parts Package,3,5881330.1,Closed Won,100,2025-05-11,2021-05-30,Sophie Leclerc,Diplomatic Channel,1442.0,,Asia
OPP00694,ACC0005,Hellenic Air Force,Rafale F3-R — Greece (11 units),Rafale F3-R,11,1132573981.22,Closed Lost,0,2025-06-05,2022-10-31,Isabelle Bernard,Diplomatic Channel,948.0,,Europe
OPP00695,ACC0008,Croatian Air Force,Falcon 10X — Croatia (12 units),Falcon 10X,12,965528325.55,Prospecting,10,2022-09-03,2020-11-10,Antoine Morel,Diplomatic Channel,,,Europe
OPP00696,ACC0008,Croatian Air Force,Falcon 8X — Croatia (12 units),Falcon 8X,12,699250623.83,Closed Won,100,2023-01-18,2019-04-21,Antoine Morel,Direct Contact,1368.0,,Europe
OPP00697,ACC0017,GE Aviation India,MRO Contract Rafale — Indonesia (11 units),MRO Contract Rafale,11,53424344.14,Closed Won,100,2019-12-07,2019-03-20,Jean-Pierre Martin,Diplomatic Channel,262.0,,Asia
OPP00698,ACC0024,Royal Saudi Air Force,MRO Contract Rafale — UAE (7 units),MRO Contract Rafale,7,37363536.16,Negotiation,75,2021-09-10,2018-06-01,Marc Dupont,Government RFP,,,Middle East
OPP00699,ACC0023,Egyptian Air Force,Rafale F4 — France (9 units),Rafale F4,9,868283070.87,Proposal,50,2026-08-28,2022-11-06,Sophie Leclerc,Air Show,,,Europe
OPP00700,ACC0023,Egyptian Air Force,Rafale F3-R — France (9 units),Rafale F3-R,9,832478375.23,Closed Won,100,2021-08-28,2019-09-16,Isabelle Bernard,Diplomatic Channel,712.0,,Europe
OPP00701,ACC0029,Finnish Air Force,Rafale F4 — Spain (12 units),Rafale F4,12,989501442.61,Proposal,50,2024-04-10,2021-03-08,Marc Dupont,Air Show,,,Europe
OPP00702,ACC0018,Honeywell India,Rafale F3-R — Croatia (11 units),Rafale F3-R,11,1121078880.73,Proposal,50,2026-05-31,2022-01-13,Jean-Pierre Martin,Direct Contact,,,Europe
OPP00703,ACC0030,Kuwait Air Force,MRO Contract Rafale — Germany (4 units),MRO Contract Rafale,4,21832325.37,Negotiation,75,2027-04-16,2023-07-11,Antoine Morel,Diplomatic Channel,,,Europe
OPP00704,ACC0012,Dassault Reliance Aerospace,Falcon 6X — Egypt (6 units),Falcon 6X,6,253735330.4,Closed Won,100,2027-09-04,2023-06-05,Isabelle Bernard,Diplomatic Channel,1552.0,,Africa
OPP00705,ACC0029,Finnish Air Force,Falcon 6X — Spain (2 units),Falcon 6X,2,85351868.0,Qualification,25,2028-02-22,2023-07-14,Marc Dupont,Direct Contact,,,Europe
OPP00706,ACC0030,Kuwait Air Force,Rafale F4 — Germany (3 units),Rafale F4,3,303095255.97,Prospecting,10,2022-03-20,2021-08-15,Isabelle Bernard,Government RFP,,,Europe
OPP00707,ACC0006,Qatar Emiri Air Force,Training Program — Qatar (4 units),Training Program,4,11806190.71,Closed Won,100,2023-08-24,2021-02-21,Antoine Morel,Diplomatic Channel,914.0,,Middle East
OPP00708,ACC0008,Croatian Air Force,Upgrade EW Suite — Croatia (7 units),Upgrade EW Suite,7,62249848.52,Negotiation,75,2026-03-05,2023-07-22,Isabelle Bernard,Direct Contact,,,Europe
OPP00709,ACC0010,Safran Group,Spare Parts Package — Germany (3 units),Spare Parts Package,3,5359823.13,Negotiation,75,2021-03-28,2018-06-05,Sophie Leclerc,Diplomatic Channel,,,Europe
OPP00710,ACC0023,Egyptian Air Force,Upgrade EW Suite — France (2 units),Upgrade EW Suite,2,16933459.38,Negotiation,75,2026-07-16,2022-02-09,Sophie Leclerc,Diplomatic Channel,,,Europe
OPP00711,ACC0011,Thales Group,MRO Contract Rafale — India (2 units),MRO Contract Rafale,2,10304800.64,Qualification,25,2023-11-25,2021-08-01,Antoine Morel,Referral,,,Asia
OPP00712,ACC0018,Honeywell India,Rafale F3-R — Croatia (9 units),Rafale F3-R,9,725752996.1,Proposal,50,2023-07-06,2021-03-02,Marc Dupont,Referral,,,Europe
OPP00713,ACC0022,Lockheed Martin India,Training Program — Egypt (1 units),Training Program,1,3262083.33,Closed Won,100,2021-03-16,2018-08-06,Jean-Pierre Martin,Referral,953.0,,Africa
OPP00714,ACC0011,Thales Group,Falcon 10X — India (4 units),Falcon 10X,4,271476941.96,Prospecting,10,2025-10-19,2022-06-26,Marc Dupont,Air Show,,,Asia
OPP00715,ACC0018,Honeywell India,Rafale F3-R — Croatia (7 units),Rafale F3-R,7,626442345.79,Negotiation,75,2022-08-12,2020-06-22,Isabelle Bernard,Direct Contact,,,Europe
OPP00716,ACC0005,Hellenic Air Force,Offset Industrial Package — Greece (3 units),Offset Industrial Package,3,48536341.63,Negotiation,75,2027-03-06,2022-08-30,Isabelle Bernard,Direct Contact,,,Europe
OPP00717,ACC0029,Finnish Air Force,Falcon 8X — Spain (12 units),Falcon 8X,12,682246717.89,Proposal,50,2025-07-18,2023-12-30,Isabelle Bernard,Referral,,,Europe
OPP00718,ACC0026,Singapore Air Force,Upgrade EW Suite — Qatar (1 units),Upgrade EW Suite,1,9099390.78,Closed Won,100,2025-11-01,2021-12-20,Jean-Pierre Martin,Government RFP,1412.0,,Middle East
OPP00719,ACC0025,Malaysian RMAF,Rafale F3-R — Greece (10 units),Rafale F3-R,10,935129487.18,Negotiation,75,2021-05-28,2020-06-19,Antoine Morel,Air Show,,,Europe
OPP00720,ACC0030,Kuwait Air Force,Falcon 6X — Germany (10 units),Falcon 6X,10,455647634.4,Closed Lost,0,2020-10-06,2017-08-05,Sophie Leclerc,Direct Contact,1158.0,,Europe
OPP00721,ACC0017,GE Aviation India,Upgrade EW Suite — Indonesia (1 units),Upgrade EW Suite,1,7088679.62,Qualification,25,2023-04-26,2022-12-19,Marc Dupont,Government RFP,,,Asia
OPP00722,ACC0006,Qatar Emiri Air Force,Falcon 6X — Qatar (12 units),Falcon 6X,12,594904625.41,Proposal,50,2028-04-08,2023-07-02,Antoine Morel,Diplomatic Channel,,,Middle East
OPP00723,ACC0002,Indian Navy,MRO Contract Rafale — Egypt (7 units),MRO Contract Rafale,7,35933376.78,Closed Won,100,2022-11-21,2022-07-07,Marc Dupont,Direct Contact,137.0,,Africa
OPP00724,ACC0002,Indian Navy,Falcon 8X — Egypt (7 units),Falcon 8X,7,360031174.47,Proposal,50,2024-08-10,2022-12-03,Jean-Pierre Martin,Air Show,,,Africa
OPP00725,ACC0019,Collins Aerospace India,Rafale F4 — Spain (9 units),Rafale F4,9,769882012.12,Qualification,25,2023-03-03,2018-08-13,Jean-Pierre Martin,Government RFP,,,Europe
OPP00726,ACC0001,Indian Air Force,Falcon 10X — India (7 units),Falcon 10X,7,553130849.43,Negotiation,75,2019-09-25,2017-08-30,Sophie Leclerc,Air Show,,,Asia
OPP00727,ACC0015,MBDA India,Rafale F3-R — Greece (5 units),Rafale F3-R,5,435141861.02,Qualification,25,2022-08-26,2020-08-03,Marc Dupont,Direct Contact,,,Europe
OPP00728,ACC0010,Safran Group,Rafale F4 — Germany (1 units),Rafale F4,1,86522944.55,Negotiation,75,2026-09-15,2023-09-12,Antoine Morel,Diplomatic Channel,,,Europe
OPP00729,ACC0019,Collins Aerospace India,Spare Parts Package — Spain (2 units),Spare Parts Package,2,3723145.03,Negotiation,75,2023-02-05,2020-07-27,Jean-Pierre Martin,Direct Contact,,,Europe
OPP00730,ACC0025,Malaysian RMAF,Rafale F3-R — Greece (7 units),Rafale F3-R,7,655239304.79,Proposal,50,2020-09-28,2017-03-18,Jean-Pierre Martin,Government RFP,,,Europe
OPP00731,ACC0011,Thales Group,Upgrade EW Suite — India (11 units),Upgrade EW Suite,11,95529654.53,Negotiation,75,2023-03-01,2020-06-01,Jean-Pierre Martin,Diplomatic Channel,,,Asia
OPP00732,ACC0006,Qatar Emiri Air Force,Falcon 6X — Qatar (3 units),Falcon 6X,3,129868861.43,Closed Won,100,2022-02-22,2018-11-20,Isabelle Bernard,Diplomatic Channel,1190.0,,Middle East
OPP00733,ACC0025,Malaysian RMAF,Training Program — Greece (1 units),Training Program,1,2550900.95,Closed Lost,0,2025-12-09,2022-03-19,Marc Dupont,Government RFP,1361.0,,Europe
OPP00734,ACC0027,Swiss Air Force,Rafale F3-R — Indonesia (1 units),Rafale F3-R,1,101704684.03,Proposal,50,2024-01-23,2022-05-30,Isabelle Bernard,Referral,,,Asia
OPP00735,ACC0002,Indian Navy,Falcon 6X — Egypt (10 units),Falcon 6X,10,495992366.22,Prospecting,10,2024-07-18,2020-02-27,Antoine Morel,Diplomatic Channel,,,Africa
OPP00736,ACC0005,Hellenic Air Force,Rafale F4 — Greece (5 units),Rafale F4,5,416534402.29,Closed Won,100,2022-09-09,2018-05-19,Antoine Morel,Referral,1574.0,,Europe
OPP00737,ACC0022,Lockheed Martin India,Spare Parts Package — Egypt (4 units),Spare Parts Package,4,8265068.74,Closed Won,100,2022-09-26,2020-07-27,Marc Dupont,Direct Contact,791.0,,Africa
